ncpu	ngrid	nwave	ngrid+nwave	mat_cal		inv		trans_cal	comm_total	mul_coeff	initialize	static_total	walltotal	sum		diff
300	72	108	180		1.983637	1.834299667	3.817936667	0.371650333	0.007709	0.021815747	0.029524747	4.24445		4.219111747	-0.025338253
600	36	54	90		0.995236667	0.9154525	1.910689167	0.283590833	0.007805052	0.02201595	0.029821002	2.249636667	2.224101002	-0.025535665
900	24	36	60		0.663173222	0.608829778	1.272003	0.276653222	0.007742166	0.021944344	0.02968651	1.603413333	1.578342732	-0.025070601
1200	18	27	45		0.495095667	0.450387417	0.945483083	0.262328833	0.007658648	0.0219766	0.029635248	1.262968333	1.237447165	-0.025521168
1800	12	18	30		0.329540444	0.299885333	0.629425778	0.259883056	0.007722856	0.022009511	0.029732367	0.944111111	0.9190412	-0.025069911
2700	8	12	20		0.219651778	0.200069556	0.419721333	0.257044556	0.008710985	0.021974893	0.030685878	0.707569259	0.707451767	-0.000117493
3600	6	9	15		0.165524	0.150723556	0.316247556	0.252984222	0.008726633	0.021973403	0.030700036	0.627496111	0.599931814	-0.027564297
5400	4	6	10		0.111186407	0.101289093	0.2124755	0.232059815	0.008007746	0.021805	0.029812746	0.498784074	0.474348061	-0.024436013
10800	2	3	5		0.057226981	0.05204412	0.109271102	0.238546944	0.007659484	0.021817019	0.029476503	0.401003796	0.377294549	-0.023709247
